overall_qual,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,lot_frontage,lot_area,lot_shape,exter_qual,mas_vnr_stone,mas_vnr_none,mas_vnr_brick,neighborhood,bsmt_qual,total_bsmt_sf,garage_finish,garage_cars,garage_age,sold_years,house_age,remod_years,central_air,logsaleprice
4,4,1121,2,1,5,0,0,80.0,8546,0,2,0,1,0,2,4,1121.0,2,2.0,19.0,-8.0,19.0,18.0,1,11.84939770159144
6,2,1236,1,1,6,0,0,90.0,7407,0,2,0,1,0,2,3,912.0,1,2.0,65.0,-54.0,65.0,26.0,1,11.91638857040772
5,4,1074,1,1,6,0,0,78.0,10140,0,2,0,1,0,5,4,1056.0,2,2.0,47.0,-32.0,47.0,47.0,1,11.941455846009388
1,0,733,1,0,4,0,0,80.0,14584,0,1,0,1,0,1,0,0.0,1,2.0,70.0,-57.0,70.0,70.0,0,9.480367509189243
7,4,1768,2,2,8,0,0,65.0,8158,0,3,0,0,1,5,4,884.0,2,2.0,19.0,-5.0,19.0,19.0,1,12.323411137947407
7,4,1266,2,2,6,1,3,62.0,7500,0,3,0,1,0,6,4,1257.0,1,2.0,17.0,-1.0,17.0,17.0,1,12.078239274020289
8,4,2872,2,2,9,1,3,85.0,10678,0,3,0,0,1,10,4,1683.0,3,2.0,30.0,-16.0,30.0,22.0,1,12.560244459250788
8,4,1464,2,2,6,0,0,49.0,15256,-1,3,1,0,0,6,4,1485.0,1,3.0,15.0,0.0,15.0,15.0,1,12.552926520261092
7,4,2157,2,2,8,2,4,88.0,14200,0,2,0,0,1,2,3,924.0,3,2.0,56.0,-41.0,56.0,56.0,1,12.328290278254423
8,4,2576,2,3,10,1,4,82.0,12438,-1,4,0,0,1,10,5,1234.0,3,3.0,16.0,0.0,16.0,16.0,1,12.799175708864519
9,4,2798,3,3,11,1,4,59.0,16023,-1,3,0,0,1,10,5,1398.0,3,3.0,17.0,-1.0,17.0,16.0,1,13.033197681535283
8,4,1743,0,2,5,2,2,105.0,16737,-1,3,0,1,0,6,4,966.0,3,2.0,46.0,-32.0,46.0,46.0,1,12.538967060803502
6,2,1567,2,2,5,2,3,70.5,9819,-1,2,0,1,0,3,3,1567.0,2,2.0,45.0,-33.0,45.0,45.0,1,12.185869938212655
7,2,1370,2,1,6,1,3,80.0,10400,0,2,0,0,1,5,4,1090.0,2,2.0,46.0,-34.0,46.0,46.0,1,11.931635799828413
5,2,2634,2,1,12,0,0,91.0,11643,0,2,0,0,1,2,3,1248.0,1,4.0,53.0,-41.0,53.0,53.0,1,12.206072645530174
8,4,1590,2,3,6,0,0,78.0,11645,0,3,0,0,1,5,5,1570.0,3,3.0,17.0,-1.0,17.0,16.0,1,12.594391594803367
7,4,1450,2,2,6,0,0,61.0,7328,0,3,0,0,1,4,4,1450.0,2,3.0,14.0,-2.0,14.0,13.0,1,12.32048556427219
6,2,1338,2,1,7,0,0,72.0,7822,0,2,0,1,0,2,2,832.0,1,2.0,48.0,-92.0,107.0,72.0,1,11.429543856031177
7,4,1456,2,2,8,1,4,65.0,9018,-1,3,0,1,0,4,4,728.0,3,2.0,15.0,0.0,15.0,15.0,1,12.09815330331068
10,4,2392,2,3,8,1,5,103.0,13472,0,4,0,0,1,10,5,2392.0,3,3.0,19.0,-7.0,19.0,19.0,1,12.864240107194092
4,2,992,1,1,4,0,0,34.0,3182,0,2,0,1,0,1,4,530.0,3,1.0,52.0,-38.0,52.0,52.0,1,11.575900264131617
10,4,2007,2,3,10,1,5,85.0,11003,0,4,1,0,0,6,5,1017.0,3,3.0,14.0,-2.0,14.0,14.0,1,12.644327576461329
7,4,2385,2,2,8,1,3,83.0,10790,0,3,0,0,1,10,4,1066.0,3,3.0,24.0,-9.0,24.0,24.0,1,12.437184366493561
7,3,1646,2,1,7,2,4,53.0,7128,0,2,0,1,0,5,3,918.0,1,1.0,81.0,-66.0,81.0,72.0,1,12.007621706806335
7,4,1456,2,2,7,0,0,64.0,7713,0,3,1,0,0,4,4,728.0,3,2.0,15.0,0.0,15.0,15.0,1,12.087255325185739
5,3,1040,1,1,5,0,0,52.0,6240,0,2,0,1,0,2,3,528.0,3,2.0,43.0,-75.0,86.0,42.0,1,11.727230067617233
6,2,2624,2,1,10,1,4,86.0,16737,-1,2,0,1,0,5,4,1370.0,1,3.0,104.0,-90.0,104.0,72.0,0,12.384218830913648
5,2,1264,1,1,7,1,3,85.0,15300,0,2,0,1,0,3,3,1068.0,1,2.0,57.0,-46.0,57.0,45.0,1,12.037653993905211
7,4,1557,2,2,7,1,3,37.8,3196,0,3,0,0,1,5,4,1374.0,3,2.0,19.0,-4.0,19.0,18.0,1,12.363076394339839
6,2,1287,1,1,5,2,2,72.0,9360,0,2,0,1,0,3,4,957.0,2,2.0,45.0,-33.0,45.0,45.0,1,12.061046873479915
6,4,1004,1,1,5,1,3,79.3,11241,-1,2,0,0,1,2,3,1004.0,3,2.0,52.0,-41.0,52.0,52.0,1,11.911701584927597
7,4,1162,2,2,6,0,0,81.0,9260,0,3,0,1,0,4,4,1162.0,3,2.0,15.0,-1.0,15.0,15.0,1,12.043553716032399
7,4,1436,2,2,6,0,0,90.0,7993,-1,3,0,1,0,6,5,1436.0,3,2.0,14.0,-2.0,14.0,13.0,1,12.323855681186558
5,4,960,1,2,6,0,0,94.0,9239,0,2,0,1,0,2,3,960.0,3,1.0,59.0,-46.0,59.0,19.0,1,11.883799128308773
5,2,1196,1,1,6,0,0,60.0,10044,-1,2,0,1,0,2,4,1196.0,2,1.0,54.0,-43.0,54.0,54.0,1,11.877568578558138
8,4,1269,2,2,6,1,3,43.0,3182,0,3,0,0,1,5,4,1256.0,3,2.0,18.0,-7.0,18.0,17.0,1,12.165250651009918
5,3,1031,1,2,5,0,0,60.0,7626,0,3,0,1,0,2,3,1031.0,1,1.0,70.0,-58.0,70.0,17.0,1,11.887931365593685
4,4,720,1,0,5,0,0,60.0,7008,0,2,0,1,0,2,2,448.0,1,1.0,122.0,-107.0,122.0,24.0,1,11.372513311253483
6,4,1505,1,1,6,1,3,105.0,12160,0,2,0,0,1,2,3,1505.0,2,2.0,69.0,-57.0,69.0,69.0,1,11.915051671812877
5,4,954,1,0,5,1,4,50.0,6305,0,2,0,1,0,5,2,920.0,1,1.0,84.0,-70.0,84.0,72.0,1,11.693161515273161
6,4,1500,2,2,6,0,0,68.0,8846,0,2,0,1,0,5,4,750.0,2,2.0,17.0,-1.0,17.0,16.0,1,12.066235700342375
5,2,1050,1,1,6,0,0,76.4,10659,-1,2,0,1,0,2,3,1050.0,1,1.0,61.0,-46.0,61.0,61.0,1,11.824079893607152
8,4,2687,2,2,9,0,0,68.0,13108,-1,3,0,1,0,10,4,2062.0,3,2.0,28.0,-13.0,28.0,28.0,1,12.506177237980511
6,3,1252,1,1,4,1,4,92.2,13500,0,2,0,1,0,6,4,1602.0,2,2.0,62.0,-49.0,62.0,47.0,1,12.367340793126296
7,4,1430,2,1,7,1,3,62.0,7750,0,2,0,1,0,4,4,384.0,2,2.0,23.0,-11.0,23.0,22.0,1,11.957611286231675
5,4,1114,2,2,6,0,0,60.0,12450,0,2,0,1,0,4,4,1114.0,1,2.0,18.0,-7.0,19.0,18.0,1,11.938193200374572
6,4,1224,2,1,5,0,0,41.1,4500,0,2,0,0,1,3,5,1224.0,3,2.0,23.0,-11.0,23.0,23.0,1,12.013700752882718
9,4,2504,2,3,11,1,4,77.0,11198,-1,3,0,0,1,10,4,1122.0,3,3.0,17.0,-3.0,17.0,15.0,1,12.691580461311874
5,4,1355,2,1,5,0,0,79.0,6221,-1,2,0,1,0,5,3,728.0,1,2.0,56.0,-66.0,81.0,72.0,1,11.84939770159144
6,1,2294,3,1,9,1,4,105.0,13200,0,2,0,0,1,1,3,741.0,1,2.0,59.0,-45.0,59.0,59.0,1,12.218495165528731
9,4,1702,1,3,7,1,4,65.0,8769,0,4,0,0,1,10,5,1702.0,3,3.0,14.0,0.0,14.0,14.0,1,12.813917896253697
6,4,1509,2,2,5,1,2,85.0,10200,0,3,0,0,1,7,4,1461.0,2,2.0,34.0,-21.0,34.0,33.0,1,12.072541252905651
7,3,1717,1,2,7,1,4,60.0,9550,-1,2,0,1,0,5,3,756.0,1,3.0,24.0,-92.0,107.0,52.0,1,11.84939770159144
7,3,1240,2,2,6,0,0,42.0,10331,0,2,0,1,0,7,4,1265.0,1,2.0,37.0,-22.0,37.0,37.0,1,12.066810578196666
7,4,1166,2,2,5,0,0,59.0,9587,-1,3,1,0,0,4,4,856.0,3,2.0,17.0,-3.0,17.0,17.0,1,12.154779351142624
5,4,1464,2,1,7,0,0,90.0,9900,0,3,0,1,0,2,3,504.0,0,0.0,44.0,-100.0,112.0,20.0,1,11.76756768334381
6,3,1652,1,2,6,1,4,88.6,16737,0,2,0,0,1,2,3,1592.0,2,2.0,63.0,-49.0,63.0,31.0,1,12.206072645530174
6,2,2142,2,2,8,1,4,100.0,13000,0,2,0,0,1,2,4,896.0,3,1.0,54.0,-42.0,54.0,54.0,1,12.173032791451973
6,4,1092,1,1,6,0,0,75.0,8250,0,2,1,0,0,2,4,1092.0,2,2.0,58.0,-45.0,58.0,58.0,1,11.884489021402711
7,4,1671,2,1,7,1,4,81.0,8170,-1,3,0,0,1,5,3,1022.0,1,2.0,59.0,-78.0,93.0,72.0,1,12.292250341771226
5,3,1488,1,1,7,1,5,80.0,12048,0,2,0,0,1,2,0,0.0,2,2.0,20.0,-55.0,70.0,20.0,1,11.813030057420567
5,4,1624,1,1,6,1,4,89.0,10858,0,2,1,0,0,2,3,1444.0,2,1.0,70.0,-55.0,70.0,70.0,1,11.894780707439258
6,4,1362,2,2,6,1,4,61.0,7577,-1,3,1,0,0,10,4,1362.0,2,2.0,17.0,-2.0,17.0,16.0,1,12.17921519136029
7,4,1218,2,2,6,0,0,62.0,7500,0,3,1,0,0,6,4,1218.0,3,2.0,14.0,-1.0,15.0,14.0,1,12.347346487886606
6,2,1068,1,1,5,1,4,51.0,6120,0,2,0,1,0,2,2,1124.0,1,1.0,99.0,-88.0,99.0,72.0,1,11.603679828238693
6,2,1625,2,0,6,1,3,69.0,16737,-1,2,0,1,0,3,4,1625.0,3,2.0,43.0,-28.0,43.0,43.0,1,12.398756989359676
7,3,1767,2,2,5,1,3,44.0,5306,-1,3,0,1,0,10,4,1064.0,2,2.0,35.0,-20.0,35.0,35.0,1,12.384218830913648
6,4,1050,1,2,6,0,0,70.0,8092,0,2,0,0,1,2,3,1050.0,2,1.0,68.0,-53.0,68.0,22.0,1,11.957611286231675
4,4,907,1,1,5,0,0,77.0,8593,-1,2,0,1,0,2,3,907.0,1,1.0,58.0,-51.0,65.0,65.0,1,11.59917655301345
2,4,845,1,1,4,0,0,64.0,11067,0,2,0,1,0,1,0,0.0,1,1.0,72.0,-69.0,83.0,72.0,1,11.128791227563893
8,4,2501,2,2,9,1,3,85.7,11929,-1,3,0,0,1,10,4,1242.0,2,3.0,27.0,-13.0,27.0,27.0,1,12.577636201962656
5,3,1209,1,1,6,0,0,90.0,9900,0,2,0,1,0,2,4,1209.0,2,2.0,56.0,-45.0,56.0,56.0,1,11.976659481202368
4,2,906,1,1,5,0,0,50.0,4882,-1,2,0,1,0,2,3,348.0,1,1.0,85.0,-71.0,85.0,72.0,1,11.37366339763672
8,4,1601,2,2,6,1,3,77.7,11423,0,3,0,0,1,5,4,1581.0,2,2.0,21.0,-9.0,21.0,20.0,1,12.513557345278134
7,4,1336,2,2,6,0,0,65.0,8772,0,3,0,1,0,5,4,1336.0,1,2.0,17.0,-1.0,17.0,16.0,1,12.196022309676673
4,3,1656,2,1,8,0,0,63.0,7628,0,2,0,1,0,2,3,801.0,1,2.0,64.0,-69.0,82.0,37.0,1,11.688255974575329
5,3,1124,1,1,5,1,4,77.0,8335,0,2,0,1,0,2,0,0.0,0,0.0,44.0,-53.0,68.0,68.0,1,11.440354772135393
7,4,1892,2,1,8,1,3,71.0,8220,-1,3,0,0,1,4,4,982.0,2,2.0,22.0,-9.0,22.0,21.0,1,12.331603367977383
3,2,1699,2,1,7,0,0,105.0,10615,-1,2,0,1,0,2,2,978.0,1,2.0,102.0,-110.0,122.0,52.0,1,11.461632170582678
6,2,1416,1,1,6,0,0,50.0,6000,0,2,0,1,0,2,3,780.0,1,1.0,74.0,-63.0,74.0,72.0,1,11.848683160653573
3,4,1306,1,0,6,0,0,55.0,5350,-1,2,0,1,0,2,3,728.0,0,0.0,44.0,-71.0,82.0,56.0,1,11.245046019814627
4,3,672,1,1,4,0,0,60.0,5400,0,3,0,1,0,2,3,672.0,1,1.0,25.0,-69.0,82.0,17.0,1,11.372513311253483
5,4,1160,1,2,6,0,0,102.2,16737,-1,2,0,1,0,3,3,1113.0,1,1.0,54.0,-41.0,54.0,54.0,1,11.934919875029603
4,2,930,1,1,5,0,0,68.0,9520,0,2,1,0,0,2,4,911.0,2,1.0,69.0,-55.0,69.0,69.0,1,11.502875129116727
4,3,708,1,0,5,0,0,50.0,5330,0,1,0,1,0,2,3,420.0,0,0.0,44.0,-70.0,82.0,72.0,1,11.320553572322773
6,3,1575,2,2,5,0,0,50.0,8012,0,3,0,1,0,4,4,1575.0,2,2.0,30.0,-16.0,30.0,30.0,1,12.096257779522967
5,3,1059,1,1,6,0,0,75.0,9000,0,2,0,1,0,2,3,1059.0,3,1.0,56.0,-41.0,56.0,56.0,1,11.867097278690842
4,2,1005,1,1,5,0,0,62.0,14299,0,2,0,1,0,2,3,1005.0,1,2.0,58.0,-44.0,58.0,58.0,1,11.656159633056136
7,4,1929,2,2,7,1,3,63.9,7050,0,3,0,1,0,6,4,1057.0,3,2.0,21.0,-6.0,21.0,21.0,1,12.328290278254423
7,4,1200,2,2,4,0,0,34.0,3182,0,3,0,1,0,6,4,600.0,2,2.0,17.0,-1.0,17.0,17.0,1,11.87862357740665
8,4,2690,2,2,9,1,4,105.0,16451,-1,3,0,0,1,10,5,1765.0,3,3.0,19.0,-5.0,19.0,19.0,1,12.821258284620408
5,2,833,1,2,5,0,0,76.0,12887,0,2,0,1,0,3,4,833.0,1,2.0,38.0,-27.0,38.0,38.0,1,11.917723684090689
6,3,1456,2,1,8,0,0,105.0,15578,-1,3,0,1,0,4,4,728.0,2,2.0,16.0,0.0,16.0,16.0,1,12.059803326028716
5,3,864,1,2,5,0,0,60.0,7200,0,2,0,1,0,2,3,864.0,2,2.0,42.0,-58.0,72.0,20.0,1,11.76756768334381
6,2,1586,2,1,7,1,3,48.0,16737,-1,2,0,1,0,5,4,1362.0,1,2.0,43.0,-31.0,43.0,24.0,1,12.106252310247962
5,4,1370,1,1,6,1,3,105.0,10000,0,2,0,0,1,2,3,1058.0,2,1.0,66.0,-51.0,66.0,66.0,1,11.904967552746252
6,4,914,1,2,4,0,0,75.0,8050,0,2,0,1,0,2,4,914.0,0,0.0,44.0,-5.0,20.0,20.0,1,11.672063686308526
7,4,1555,2,2,7,1,3,43.0,3182,0,3,0,0,1,5,4,1373.0,3,2.0,17.0,-5.0,17.0,16.0,1,12.167851432709975
6,2,1556,2,1,6,1,3,34.0,3182,0,2,0,1,0,2,4,716.0,3,2.0,42.0,-29.0,42.0,42.0,1,11.925035115797062
5,2,882,1,1,5,0,0,70.0,7700,0,2,0,1,0,5,3,882.0,1,2.0,42.0,-36.0,50.0,50.0,1,11.630708500626612
5,2,1167,1,1,6,1,4,98.0,8731,-1,2,0,1,0,2,3,915.0,1,2.0,50.0,-88.0,102.0,72.0,1,11.877568578558138
9,4,1800,2,3,6,1,4,89.0,8232,-1,4,0,0,1,10,5,1800.0,2,3.0,14.0,-1.0,15.0,14.0,1,12.823868388846332
6,2,1456,2,2,6,1,3,34.0,3182,0,2,0,1,0,2,3,855.0,1,2.0,47.0,-36.0,47.0,47.0,1,11.917723684090689
7,4,1660,2,2,7,0,0,68.0,8935,-1,3,0,0,1,5,4,831.0,2,2.0,20.0,-8.0,20.0,20.0,1,12.180754837545884
7,3,1482,2,2,7,1,3,70.8,9125,-1,2,0,0,1,4,4,384.0,3,2.0,30.0,-16.0,30.0,30.0,1,12.00701176473192
6,4,1522,2,1,7,1,3,79.7,11075,0,2,0,0,1,6,4,1190.0,3,2.0,38.0,-24.0,38.0,38.0,1,12.111761966058932
9,4,2036,2,3,9,1,5,105.0,13438,-1,4,1,0,0,7,5,2190.0,3,3.0,14.0,-2.0,14.0,14.0,1,12.92391243868049
5,2,1595,2,1,5,0,0,82.0,11070,0,2,0,1,0,3,4,1582.0,1,2.0,31.0,-19.0,31.0,31.0,1,11.931635799828413
7,4,1686,2,2,8,0,0,65.0,7800,0,3,0,0,1,4,4,891.0,3,2.0,17.0,-1.0,17.0,17.0,1,12.122691036591123
7,4,1344,2,1,8,0,0,78.0,7060,0,2,0,0,1,3,4,1344.0,3,4.0,25.0,-11.0,25.0,24.0,1,12.237086699059343
5,2,1652,2,1,8,0,0,86.0,11836,-1,2,0,1,0,3,3,1652.0,1,3.0,52.0,-37.0,52.0,52.0,1,11.894780707439258
4,2,1337,1,1,5,0,0,60.0,8382,0,2,0,1,0,2,3,832.0,1,1.0,66.0,-55.0,66.0,66.0,1,11.589886506106357
7,3,1920,3,2,8,1,3,102.0,10192,-1,2,0,0,1,5,3,570.0,2,2.0,54.0,-39.0,54.0,30.0,1,12.043553716032399
6,4,848,1,2,3,0,0,40.9,4426,0,3,0,0,1,5,4,848.0,2,2.0,18.0,-5.0,18.0,18.0,1,11.884489021402711
7,2,1055,2,1,4,1,2,34.0,3182,0,2,0,1,0,2,4,1057.0,2,2.0,47.0,-35.0,47.0,47.0,1,11.719939634354555
6,4,1291,1,2,6,1,4,40.1,3182,0,2,0,1,0,6,4,1291.0,1,2.0,26.0,-13.0,26.0,25.0,1,12.061046873479915
6,3,720,1,1,5,0,0,60.0,8520,0,2,0,1,0,2,3,624.0,1,2.0,17.0,-83.0,94.0,19.0,1,11.570250531589497
4,2,988,1,1,5,0,0,34.0,3182,0,2,0,1,0,1,4,462.0,1,1.0,49.0,-37.0,49.0,49.0,1,11.418614785498987
5,1,1523,2,0,7,1,3,78.0,15600,0,2,0,1,0,5,3,1067.0,1,1.0,73.0,-61.0,73.0,17.0,0,11.970350312009105
7,4,1728,2,2,7,0,0,65.0,9313,-1,3,0,1,0,5,4,864.0,2,2.0,18.0,-6.0,18.0,18.0,1,12.154779351142624
8,4,1239,1,2,4,1,2,34.0,11064,-2,3,0,1,0,7,4,1230.0,3,2.0,27.0,-13.0,27.0,27.0,1,12.289954129510877
5,3,1955,2,1,7,0,0,75.0,9000,0,2,0,0,1,1,3,1151.0,3,1.0,64.0,-50.0,64.0,64.0,1,12.016726473799254
7,4,1564,1,0,7,1,4,75.0,12000,0,2,0,1,0,5,3,704.0,1,1.0,81.0,-69.0,81.0,72.0,1,12.069680020624618
4,3,1204,1,1,6,0,0,62.0,7692,0,2,0,1,0,2,5,416.0,1,1.0,68.0,-54.0,68.0,68.0,1,11.512925464970229
6,2,1329,1,2,6,0,0,81.0,14267,-1,2,0,0,1,2,3,1329.0,1,1.0,64.0,-53.0,64.0,64.0,1,12.05524975579559
5,2,879,1,1,5,0,0,75.0,9675,0,2,0,1,0,5,3,864.0,1,2.0,47.0,-33.0,47.0,47.0,1,11.695247021764184
4,3,841,1,1,4,0,0,60.0,8400,0,1,0,1,0,4,3,721.0,1,1.0,72.0,-60.0,72.0,72.0,1,11.314474526246391
6,4,1312,1,1,6,0,0,50.0,7500,0,2,0,1,0,2,3,784.0,1,2.0,69.0,-60.0,75.0,72.0,1,11.751942365440728
6,1,2058,1,1,8,1,4,60.0,9600,0,2,0,1,0,2,4,735.0,1,2.0,72.0,-91.0,105.0,72.0,0,11.771436160121729
8,3,1360,1,2,4,1,5,48.2,5814,-1,3,0,1,0,10,4,1220.0,2,2.0,38.0,-26.0,38.0,38.0,1,12.141534124392603
8,4,1786,2,2,6,1,4,77.3,14860,-2,3,0,0,1,5,5,1778.0,2,3.0,20.0,-6.0,20.0,19.0,1,12.611537753638338
6,3,1993,2,1,8,1,4,80.4,14803,-1,2,0,0,1,5,3,825.0,2,2.0,51.0,-36.0,51.0,51.0,1,12.154779351142624
4,1,1362,2,1,7,0,0,50.0,7550,0,1,0,1,0,2,3,951.0,1,1.0,102.0,-88.0,102.0,72.0,0,11.472103470449973
7,4,1550,2,2,7,0,0,65.0,8125,0,3,1,0,0,6,4,1092.0,3,2.0,15.0,-4.0,16.0,15.0,1,12.392552212472792
5,2,1696,1,1,8,1,3,40.0,13673,-1,2,0,1,0,2,3,1140.0,2,1.0,60.0,-46.0,60.0,60.0,1,11.876873892875459
4,2,1092,1,1,5,0,0,34.0,3182,0,2,0,1,0,1,3,546.0,1,1.0,52.0,-37.0,52.0,52.0,1,11.379965337713998
9,4,1752,2,3,6,1,4,61.0,7658,0,4,0,0,1,10,5,1752.0,2,2.0,17.0,-5.0,17.0,17.0,1,12.675763725937609
9,4,2473,2,2,11,1,4,63.0,12292,-1,3,0,0,1,10,5,1094.0,3,3.0,16.0,0.0,16.0,16.0,1,12.783761274226782
9,4,1800,2,3,7,0,0,105.0,11923,-1,3,0,1,0,5,5,1800.0,3,2.0,15.0,-3.0,15.0,15.0,1,12.384218830913648
7,4,2197,2,2,9,1,4,91.0,10010,0,3,0,0,1,10,4,1080.0,3,3.0,29.0,-15.0,29.0,28.0,1,12.568978139219542
5,2,1382,1,1,7,0,0,80.5,12358,-1,2,0,1,0,2,3,720.0,1,2.0,31.0,-66.0,81.0,72.0,1,11.763684183317412
7,4,1733,2,2,7,1,4,63.0,8577,-1,3,0,1,0,4,4,847.0,3,2.0,18.0,-7.0,18.0,18.0,1,12.128586666638327
7,4,1402,2,2,7,0,0,72.0,8640,0,3,0,1,0,6,4,1402.0,2,2.0,14.0,-2.0,14.0,14.0,1,12.344964644396793
5,2,887,1,1,5,0,0,62.0,10447,0,2,0,1,0,3,3,864.0,2,1.0,38.0,-24.0,38.0,38.0,1,11.732060994886899
5,3,1051,1,1,6,0,0,80.0,9600,0,2,0,1,0,2,3,1051.0,2,2.0,54.0,-39.0,54.0,54.0,1,11.863582336583399
6,4,1510,1,1,6,0,0,69.0,4899,0,2,0,1,0,2,3,755.0,1,1.0,102.0,-87.0,102.0,72.0,1,11.911701584927597
5,2,1656,2,1,8,0,0,87.0,9246,-1,2,0,0,1,5,3,1656.0,1,2.0,49.0,-35.0,49.0,49.0,1,11.813030057420567
6,2,958,2,1,5,1,3,52.3,4928,-1,2,0,1,0,2,4,1078.0,2,2.0,45.0,-32.0,46.0,46.0,1,11.759785542901755
8,4,3228,3,2,10,1,4,78.6,12692,-1,3,0,1,0,10,4,3200.0,2,2.0,30.0,-16.0,30.0,29.0,1,12.971540487669746
5,2,1040,1,1,5,0,0,84.0,7476,0,2,0,1,0,2,3,1040.0,3,2.0,31.0,-40.0,54.0,54.0,1,11.884489021402711
5,4,1250,2,1,8,1,4,53.0,5362,0,2,0,1,0,5,3,661.0,1,2.0,37.0,-98.0,112.0,19.0,1,11.842229212112828
6,4,1868,3,1,7,1,3,78.0,12090,0,2,0,0,1,5,4,585.0,3,2.0,38.0,-24.0,38.0,19.0,1,12.089538829274222
10,4,2790,2,3,10,1,5,96.0,12539,0,4,0,0,1,10,5,1620.0,3,4.0,17.0,-3.0,17.0,16.0,1,13.038981768465277
6,3,2134,2,2,10,0,0,84.1,11888,-1,2,0,1,0,2,3,844.0,1,2.0,92.0,-94.0,106.0,28.0,0,12.27606501735021
5,3,1928,2,1,10,0,0,60.3,7082,0,2,0,1,0,2,3,686.0,0,0.0,44.0,-91.0,106.0,27.0,1,11.982929094215963
7,4,2060,2,2,8,1,3,68.4,8755,-1,3,0,0,1,4,4,992.0,2,2.0,23.0,-11.0,23.0,23.0,1,12.273731294003989
6,3,1378,1,2,6,0,0,68.0,4080,0,2,0,1,0,2,3,901.0,1,1.0,102.0,-75.0,87.0,24.0,1,11.766792188927278
4,4,1622,1,1,7,1,3,105.0,16737,0,2,1,0,0,3,3,1249.0,3,4.0,47.0,-46.0,61.0,47.0,1,12.031719258385396
8,4,1880,2,3,8,1,4,105.0,12217,-1,3,0,1,0,6,5,955.0,3,3.0,15.0,0.0,15.0,15.0,1,12.644369511065932
8,4,1088,1,2,5,0,0,41.5,3696,0,3,0,1,0,10,4,1074.0,2,2.0,35.0,-21.0,36.0,36.0,1,12.043553716032399
5,2,1040,1,1,6,0,0,70.0,7560,0,2,0,1,0,2,3,1040.0,2,1.0,63.0,-48.0,63.0,63.0,1,11.803353763090035
6,2,1502,1,2,7,2,3,55.0,10592,0,2,0,1,0,5,3,602.0,1,1.0,99.0,-85.0,99.0,26.0,1,12.013700752882718
6,2,987,1,1,5,0,0,34.0,3182,0,2,0,0,1,1,3,483.0,1,1.0,51.0,-38.0,51.0,51.0,1,11.401993904262946
6,2,1095,1,1,6,0,0,75.0,10382,0,2,0,0,1,2,3,588.0,2,1.0,64.0,-49.0,64.0,64.0,1,11.84939770159144
7,4,1709,2,2,7,0,0,34.0,3182,0,3,1,0,0,2,4,970.0,1,2.0,18.0,-3.0,18.0,18.0,1,11.805595078933049
6,4,1731,2,2,7,0,0,70.0,9370,-2,3,0,1,0,4,4,836.0,2,2.0,30.0,-15.0,30.0,29.0,1,12.423198124518821
4,4,960,0,1,3,0,0,71.1,10246,-1,2,0,1,0,2,3,648.0,1,1.0,57.0,-42.0,57.0,21.0,1,11.884489021402711
6,2,1552,2,1,6,1,3,85.0,11475,0,2,0,1,0,5,4,713.0,2,2.0,47.0,-32.0,47.0,47.0,1,12.100156419938624
8,4,1795,2,2,7,1,4,75.0,9986,0,3,0,0,1,6,5,1795.0,2,3.0,15.0,-1.0,16.0,15.0,1,11.898187865760873
5,3,1274,1,1,6,0,0,63.0,10475,0,2,0,1,0,3,4,624.0,1,2.0,29.0,-20.0,31.0,31.0,1,11.820410164718188
6,4,1196,1,1,6,2,4,50.0,6000,0,2,0,1,0,2,3,572.0,1,2.0,49.0,-71.0,82.0,72.0,1,11.759785542901755
4,4,704,1,0,4,0,0,50.0,4280,-1,2,0,1,0,2,2,560.0,1,1.0,76.0,-64.0,76.0,21.0,1,11.393578707337662
5,2,972,1,1,5,0,0,105.0,10895,0,2,0,1,0,2,3,972.0,1,1.0,67.0,-56.0,67.0,67.0,1,11.715866308966918
6,2,1458,1,1,6,1,4,78.0,16737,0,2,0,1,0,2,3,912.0,1,1.0,74.0,-63.0,74.0,72.0,1,11.487607656985938
6,2,1008,1,1,5,0,0,105.0,9723,-1,2,0,0,1,2,3,1008.0,2,2.0,59.0,-44.0,59.0,59.0,1,11.813030057420567
9,4,1828,2,2,9,1,4,90.0,11694,0,4,0,0,1,10,5,1822.0,1,3.0,15.0,0.0,15.0,15.0,1,12.659734090733718
3,2,1526,1,0,6,0,0,105.0,8470,-1,1,0,1,0,1,3,1013.0,0,0.0,44.0,-95.0,107.0,40.0,0,11.350406535472453
6,2,1176,1,1,4,0,0,50.0,6000,0,3,0,1,0,2,3,698.0,1,2.0,23.0,-73.0,85.0,22.0,1,11.812289042195847
5,3,1057,1,2,6,0,0,70.0,10519,0,2,1,0,0,2,3,1057.0,1,1.0,67.0,-52.0,67.0,23.0,1,11.827736204810263
8,4,2113,2,2,7,1,3,91.0,10437,-1,3,0,0,1,10,4,2109.0,3,3.0,27.0,-13.0,27.0,27.0,1,12.765688433465597
5,2,1387,1,1,6,1,3,65.0,7514,0,2,0,1,0,2,3,943.0,2,1.0,48.0,-40.0,55.0,47.0,1,11.884489021402711
9,4,2758,2,3,9,1,5,105.0,13654,-1,3,0,0,1,10,5,1704.0,3,3.0,17.0,-2.0,17.0,16.0,1,12.943236711506893
